text,offensive,cleaned_text
"@SpohnMichael @xXxOPEXOBxXx @Bigreiner Die werden dafür bezahlt, aber bald ist Schluss !",0,"@USER @USER @USER Die werden dafür bezahlt, aber bald ist Schluss !"
"Heute um 20 Uhr in DRESDEN Motorenhalle, im riesa efau Kultur Forum!",0,"Heute um 20 Uhr in DRESDEN Motorenhalle, im riesa efau Kultur Forum!"
"@sprachmittlerud Nein Ursula, mit voller Absicht hineingesteuert 😜",0,"@USER Nein Ursula, mit voller Absicht hineingesteuert 😜"
"@WolfFreewilli @AndreaSchlegel3 @Ebony_Sunrise Das muss ich nicht Merkel fragen, das frage ich die Deutschen!",0,"@USER @USER @USER Das muss ich nicht Merkel fragen, das frage ich die Deutschen!"
"Merkel: ""Möglichst viele Menschen in Arbeit bringen""??? Sie u. ihre korrupte CDU-Bande meinen doch ARMUT 😜",1,"Merkel: ""Möglichst viele Menschen in Arbeit bringen""??? Sie u. ihre korrupte CDU-Bande meinen doch ARMUT 😜"
"@Junge_Freiheit @Renft1964 Wie man an dem Wahlergebnis gesehen hat, sind die ""Deutschen Trottel"" noch immer in der Mehrzahl!",1,"@USER @USER Wie man an dem Wahlergebnis gesehen hat, sind die ""Deutschen Trottel"" noch immer in der Mehrzahl!"
Deutschland macht sich wieder einmal zur Lachnummer. Heute Abend bei #Maischberger.,0,Deutschland macht sich wieder einmal zur Lachnummer. Heute Abend bei #Maischberger.
"@Kritisches_Auge Lesen Sie doch bitte genau. Sollte mit einem kritischen Auge ja drin sein. ;) |LBR| Der Großteil bezieht sich auf anerkannte Flüchtlinge, die haben dieses Recht so oder so. Beim Nachzug zu subsidiär Geschützten, über den aktuell diskutiert wird, sprechen wir eben nur von grob 50.000.",0,"@USER Lesen Sie doch bitte genau. Sollte mit einem kritischen Auge ja drin sein. ;) Der Großteil bezieht sich auf anerkannte Flüchtlinge, die haben dieses Recht so oder so. Beim Nachzug zu subsidiär Geschützten, über den aktuell diskutiert wird, sprechen wir eben nur von grob 50.000."
"@Non_Comedian Danke, aber Ich leide nicht. Im Gegenteil: gegen den Strom schwimmen ist meine Leidenschaft.  Gehe ich zum Gothic Konzert, trage ich ein gelbes Smiley T-Shirt. |LBR| Gehe ich auf den Tempelberg trage ich ein großes Kreuz. |LBR| Unter Nazis schwärme ich von jüdischen und schwarzen Freunden!",0,"@USER Danke, aber Ich leide nicht. Im Gegenteil: gegen den Strom schwimmen ist meine Leidenschaft. Gehe ich zum Gothic Konzert, trage ich ein gelbes Smiley T-Shirt. Gehe ich auf den Tempelberg trage ich ein großes Kreuz. Unter Nazis schwärme ich von jüdischen und schwarzen Freunden!"
Der Antrag 39 bzgl. Dienstzeitverlängerung von #Geistliche|n wird auf die nächste #Synode 2018 vertagt - #aksynode16,0,Der Antrag 39 bzgl. Dienstzeitverlängerung von #Geistliche|n wird auf die nächste #Synode 2018 vertagt - #aksynode16
"@Einzelfallinfos @IsidorMeyer1 Der „Beamte“ , du meinst einen bewaffneten Uniformierten von der Firma mit der Wortmarke POLIZEI ‼️",0,"@USER @USER Der „Beamte“ , du meinst einen bewaffneten Uniformierten von der Firma mit der Wortmarke POLIZEI ‼️"
Merkel ist sich treu geblieben. |LBR| Früher Kommunistin-&gt; alle Menschen sind gleich |LBR| Heute -&gt; alle Länder sind gleich |LBR| Beides fundamentaler Irrtum,0,Merkel ist sich treu geblieben. Früher Kommunistin-&gt; alle Menschen sind gleich Heute -&gt; alle Länder sind gleich Beides fundamentaler Irrtum
@Paxter_Redwyne Und die hinterzogenen Millionen darf er behalten..?,0,@USER Und die hinterzogenen Millionen darf er behalten..?
@tazgezwitscher Wir sind deutsche und keine Cubanische Kommunisten!,0,@USER Wir sind deutsche und keine Cubanische Kommunisten!
@a_prigge Du lässt es dir aber gut gehen! 👍,0,@USER Du lässt es dir aber gut gehen! 👍
"@strop_peter 😂😂 in Ihrem Link wird doch auf genau die gleiche Studie zur Familienzusammensetzung Bezug genommen &amp; auch im Übrigen werden dort, wenn es nicht nur um Vermutungen, sondern wirkliche Schätzungen geht, genau die Zahlen aus unserem Ursprungstweet genannt. Besser lesen, Herr Strop.",0,"@USER 😂😂 in Ihrem Link wird doch auf genau die gleiche Studie zur Familienzusammensetzung Bezug genommen &amp; auch im Übrigen werden dort, wenn es nicht nur um Vermutungen, sondern wirkliche Schätzungen geht, genau die Zahlen aus unserem Ursprungstweet genannt. Besser lesen, Herr Strop."
@aschentonne Und wo findet man dann all die schönen Prinzessinnen??? Wenigstens eine klitzekleine 😜,0,@USER Und wo findet man dann all die schönen Prinzessinnen??? Wenigstens eine klitzekleine 😜
"@danielm2601 Tippfehler passiert, leider. Sorry! TL",0,"@USER Tippfehler passiert, leider. Sorry! TL"
@postvonheute @Hieroncode @welt Das ist doch nicht wirklich ernst gemeint,0,@USER @USER @USER Das ist doch nicht wirklich ernst gemeint
@KokoLores20 @krippmarie Schaut die Bazille Anwalt an....😃😃,1,@USER @USER Schaut die Bazille Anwalt an....😃😃
"Lebendige Diskussion in der SPD notwendig und stärkend, auch wenn das in den Medien gegen uns gewandt wird.",0,"Lebendige Diskussion in der SPD notwendig und stärkend, auch wenn das in den Medien gegen uns gewandt wird."
@LC180666 @RealAppell Eine die Ihren Hals aus der Schlinge ziehen will in dem sie Bürgerkrieg in Europa anzettelt und einen Kontinent dem Islam opfert,1,@USER @USER Eine die Ihren Hals aus der Schlinge ziehen will in dem sie Bürgerkrieg in Europa anzettelt und einen Kontinent dem Islam opfert
"@ThomasMichael71 @tobiasgroeflin @floriancaliebe @dieLinke @amazon @JeffBezos @amazonDE Dort, wo ich Geschäftsführer war, lief es gut...",0,"@USER @USER @USER @USER @USER @USER @USER Dort, wo ich Geschäftsführer war, lief es gut..."
Wenn die gute Frau Maischberger sich bei einem seriösen Fernsehen Sender oder einer seriösen Zeitung als Journalistin bewerben würde würden die beide Hände überm Kopf zusammenschlagen. Seriöser Journalismus geht anders! |LBR| #maischberger,0,Wenn die gute Frau Maischberger sich bei einem seriösen Fernsehen Sender oder einer seriösen Zeitung als Journalistin bewerben würde würden die beide Hände überm Kopf zusammenschlagen. Seriöser Journalismus geht anders! #maischberger
@Fraulein_Antje @krippmarie Ich bin dafür das Österreich Deutschland eingliedert...😃😃...Österland hört sich gut an,0,@USER @USER Ich bin dafür das Österreich Deutschland eingliedert...😃😃...Österland hört sich gut an
@HolgerEwald1 @Westminster1000 made my day. Dummheit wurde schon immer bestraft. Die sind sogar so bekloppt das sie jetzt Teddys für Idioten werfen würden.,1,@USER @USER made my day. Dummheit wurde schon immer bestraft. Die sind sogar so bekloppt das sie jetzt Teddys für Idioten werfen würden.
"@waszumelden @MDRAktuell Ist doch kein ""schlimmer Rassismus"" wenn er gegen Schonlängerhierlebende geht. Schliesslich muß man jede Chance nutzen, den Deutschen kleinzuhalten- "" nach DER Vergangenheit...""",1,"@USER @USER Ist doch kein ""schlimmer Rassismus"" wenn er gegen Schonlängerhierlebende geht. Schliesslich muß man jede Chance nutzen, den Deutschen kleinzuhalten- "" nach DER Vergangenheit..."""
Antifas beziehen ihren Lebensunterhalt von Vati,1,Antifas beziehen ihren Lebensunterhalt von Vati
"@SpadeCarrier @machtjanix23 @AthinaMala @_macmike @magna_est @petpanther0 @NoHerrman @teite99 @info2099 @lifetrend @ThomasGBauer @SchmiddieMaik @charlie_silve @willjrosenblatt @feldenfrizz @nasanasal @ellibisathide @MD_Franz Nehmt alle die raus, die sich hier beschweren - ich gebe euch jetzt für meine Person bis 19.15 Zeit - danach blockiere ich alle.",0,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Nehmt alle die raus, die sich hier beschweren - ich gebe euch jetzt für meine Person bis 19.15 Zeit - danach blockiere ich alle."
"@AfDimBundestag Ich möchte nicht wissen, wann die Jungs das letzte Mal oder überhaupt mal irgendwas mit ""wir sind stolz auf Euch"" gehört haben.Während Ihr Euch nämlich den A..im Ausland aufreisst,feiern die Fachkräfte hier ständig #Koeln.Wir denken an Euch. |LBR| @bundeswehrInfo |LBR| #timeforchange #AfD",1,"@USER Ich möchte nicht wissen, wann die Jungs das letzte Mal oder überhaupt mal irgendwas mit ""wir sind stolz auf Euch"" gehört haben.Während Ihr Euch nämlich den A..im Ausland aufreisst,feiern die Fachkräfte hier ständig #Koeln.Wir denken an Euch. @USER #timeforchange #AfD"
"US-Wirt.Minister:""Bürger, die für Gleichheit&amp;Freiheit aufstehen,dürfen niemals m weißen Rassisten,Neo-Nazis +dem Ku Klux Klan gleichgesetzt""",0,"US-Wirt.Minister:""Bürger, die für Gleichheit&amp;Freiheit aufstehen,dürfen niemals m weißen Rassisten,Neo-Nazis +dem Ku Klux Klan gleichgesetzt"""
@AfD @christianlueth Die Linken Anarchisten sind Saboteure am Deutschen Volk und gehören in Umerziehungs-Lager.🛤,1,@USER @USER Die Linken Anarchisten sind Saboteure am Deutschen Volk und gehören in Umerziehungs-Lager.🛤
"EU: Einen starken Partner an seiner Seite zu haben ist eine gute Sache,jedoch nur so lange,wie er sich nicht üb. andere erhebt,Frau Merkel 😜",0,"EU: Einen starken Partner an seiner Seite zu haben ist eine gute Sache,jedoch nur so lange,wie er sich nicht üb. andere erhebt,Frau Merkel 😜"
Laut Infos des Bayrischen Flüchtlingsrats geht der nächste Abschiebungsflug aller Voraussicht nach am 27.3. von MÜNCHEN nach #Afghanistan.,0,Laut Infos des Bayrischen Flüchtlingsrats geht der nächste Abschiebungsflug aller Voraussicht nach am 27.3. von MÜNCHEN nach #Afghanistan.
"@tschmitz_eu Ich wünsch mir Mitte-Links, aber die Zeiten, als wünschen noch geholfen hat, sind vorbei..",0,"@USER Ich wünsch mir Mitte-Links, aber die Zeiten, als wünschen noch geholfen hat, sind vorbei.."
"Merkel muß für die Straftaten die sie begeht in den Knast und alle ihre Konten, incl. Mann, mit den Sorosgeldern gehören beschlagnahmt☠️😡😡☠️",1,"Merkel muß für die Straftaten die sie begeht in den Knast und alle ihre Konten, incl. Mann, mit den Sorosgeldern gehören beschlagnahmt☠️😡😡☠️"
"Im Grunde ist es fast psychopathisch, wie Trump ständig überprüft wird. Habt ihr Säcke |LBR| auch schon seinen Stuhlgang überprüft?",1,"Im Grunde ist es fast psychopathisch, wie Trump ständig überprüft wird. Habt ihr Säcke auch schon seinen Stuhlgang überprüft?"
@RegSprecher @KingSalman Ich hoffe das Merkel dort gesteinigt wird!!!,1,@USER @USER Ich hoffe das Merkel dort gesteinigt wird!!!
@Hartes_Geld @krippmarie Leute regt euch nicht auf...er redet doch nur von Merkel Roth von der Leyen Göring Chebli und ein paar weiteren....😃,0,@USER @USER Leute regt euch nicht auf...er redet doch nur von Merkel Roth von der Leyen Göring Chebli und ein paar weiteren....😃
Türkische Nationalisten die mich gerade angreifen können gerne als Erster an die Front gehen oder haben sie nur bei Twitter eine große Klappe und nichts dahinter? Gute Reise. #Afrin,0,Türkische Nationalisten die mich gerade angreifen können gerne als Erster an die Front gehen oder haben sie nur bei Twitter eine große Klappe und nichts dahinter? Gute Reise. #Afrin
@DuHugonotte Hab ich ein Sommerloch verpasst?,0,@USER Hab ich ein Sommerloch verpasst?
"@C_Kissmann @Frank_Pasemann @katarinabarley Weil sich mit den Heulsusen niemand fotografieren lässt, sind die traurig...😂😂😂",0,"@USER @USER @USER Weil sich mit den Heulsusen niemand fotografieren lässt, sind die traurig...😂😂😂"
"@AthinaMala @petpanther0 @Norbinator2403 @feldenfrizz @info2099 @SJW_MadBunny @charlie_silve @_macmike Yep - aber nur, wenn wir Trolle und Vollpfosten zeitnah blockieren - sonst gehts hier den Bach runter.",0,"@USER @USER @USER @USER @USER @USER @USER @USER Yep - aber nur, wenn wir Trolle und Vollpfosten zeitnah blockieren - sonst gehts hier den Bach runter."
"@KR_Th0 Wieso? Mich stört es sicherlich nicht &amp; sicherlich auch nicht orthodoxe #Juden, wie @EliyahHavemann, oder andere jüdische Freunde. Immerhin machst du dann genau die Erfahrungen, die wir in #Deutschland häufig machen müssen, wenn wir als jüdisch erkennbar sind. #Antisemitismus",0,"@USER Wieso? Mich stört es sicherlich nicht &amp; sicherlich auch nicht orthodoxe #Juden, wie @USER, oder andere jüdische Freunde. Immerhin machst du dann genau die Erfahrungen, die wir in #Deutschland häufig machen müssen, wenn wir als jüdisch erkennbar sind. #Antisemitismus"
"@Ricardo25701887 Wenn Du Fragen hast, schreib mir auf DM.",0,"@USER Wenn Du Fragen hast, schreib mir auf DM."
"@AfD_HD Lachnummern, wie Papagei Tauber sind gut für`s Wahlergebnis. Merkel steht auf Leute oh. eigene Meinung u. mit NICHTS zw. d. Ohren 😜",1,"@USER Lachnummern, wie Papagei Tauber sind gut für`s Wahlergebnis. Merkel steht auf Leute oh. eigene Meinung u. mit NICHTS zw. d. Ohren 😜"
@Leonreas @DaniloTepsa @Beatrix_vStorch DURCHSEUCHTES SYSTEM ist ein völlig legitiemer Ausdruck für den Scheiß der von LINKSGRÜN verursacht wird !Es gibt kein NAZI-Sprech oder so ein Scheiß ! Hat auch mal nichts mit Anstand oder Erziehung zu tun ! Denn wenn man anständig erzogen wurde dann geht man nicht zur Antifa  !,1,@USER @USER @USER DURCHSEUCHTES SYSTEM ist ein völlig legitiemer Ausdruck für den Scheiß der von LINKSGRÜN verursacht wird !Es gibt kein NAZI-Sprech oder so ein Scheiß ! Hat auch mal nichts mit Anstand oder Erziehung zu tun ! Denn wenn man anständig erzogen wurde dann geht man nicht zur Antifa !
Khajiit = Der Sudetendeutsche mit dem leichten Bauch der Antifas und alles was gegen Deutschland ist verabscheut,0,Khajiit = Der Sudetendeutsche mit dem leichten Bauch der Antifas und alles was gegen Deutschland ist verabscheut
@krippmarie Grausam....die ist doch schon halbtot....,1,@USER Grausam....die ist doch schon halbtot....
"Die EU ist das Beste, was unseren Ländern seit 200 J passiert ist. Populisten dürfen sie niemals zerstören! #Frieden #Freiheit #Sicherheit",0,"Die EU ist das Beste, was unseren Ländern seit 200 J passiert ist. Populisten dürfen sie niemals zerstören! #Frieden #Freiheit #Sicherheit"
"Seehofer, als ehemaliger Hauptschüler sollten Sie jetzt die Überlegenheit eines Akademikers anerkennen. Ab mit Ihnen in den Ruhestand. |LBR| Die Zeit ist abgelaufen.",1,"Seehofer, als ehemaliger Hauptschüler sollten Sie jetzt die Überlegenheit eines Akademikers anerkennen. Ab mit Ihnen in den Ruhestand. Die Zeit ist abgelaufen."
"Ein Volk, das sich einem fremden Geist fügt, verliert schließlich alle guten Eigenschaften.",0,"Ein Volk, das sich einem fremden Geist fügt, verliert schließlich alle guten Eigenschaften."
@UlrichHenning2 @weissrot aber darum geht es doch gar nicht,0,@USER @USER aber darum geht es doch gar nicht
"@michael_huether @KH_Paque @fdp @angelamerkel @Die_Gruenen @FNFreiheit @cducsubt Weil diese liberalen Impulse aber eben gar nicht möglich waren, haben wir die Gespräche beendet. Was hätten Sie uns für die Jamaika-Politik verprügelt... CL",0,"@USER @USER @USER @USER @USER @USER @USER Weil diese liberalen Impulse aber eben gar nicht möglich waren, haben wir die Gespräche beendet. Was hätten Sie uns für die Jamaika-Politik verprügelt... CL"
@KokoLores20 Wir bekommen Strom aus Frankreich...genau von dem der auf ältere steht |LBR| Unsere Stromerzeuger wurden geschlossen wegen Tsunamigefahr..😃,0,@USER Wir bekommen Strom aus Frankreich...genau von dem der auf ältere steht Unsere Stromerzeuger wurden geschlossen wegen Tsunamigefahr..😃
"@IngoFunke Und wieder einmal mehr zeigt sich, dass in D mit zweierlei Maas gemessen wird in der Justiz! 😨☹👎👎",0,"@USER Und wieder einmal mehr zeigt sich, dass in D mit zweierlei Maas gemessen wird in der Justiz! 😨☹👎👎"
@igwigg So ein Hetzer gehört in den Knast und nicht in die Kanzel.,0,@USER So ein Hetzer gehört in den Knast und nicht in die Kanzel.
@focusonline Endlich gibts mal was ordentliches bei Mc Donalds,0,@USER Endlich gibts mal was ordentliches bei Mc Donalds
@bpol_by Es ist und bleibt was es ist....illegal..! |LBR| Gebt Ihnen was zu essen was zu trinken...und statt die gleiche beschwerliche Rückreise einen angenehmen Rückflug..!,0,@USER Es ist und bleibt was es ist....illegal..! Gebt Ihnen was zu essen was zu trinken...und statt die gleiche beschwerliche Rückreise einen angenehmen Rückflug..!
Was ein Hurensohn muss man sein um Imp zu unterstützen,1,Was ein Hurensohn muss man sein um Imp zu unterstützen
@VonSchwer Ich werde dieses Land dann auch für Immer verlassen.,0,@USER Ich werde dieses Land dann auch für Immer verlassen.
@M_Hofmann1983 @AJM162K9 😂😂😂 OMG - dachte ich hätte es schon gelöscht,0,@USER @USER 😂😂😂 OMG - dachte ich hätte es schon gelöscht
@Wedrfoelnir @Gulag_Grim @ExilPrincess @Fokel_Exil @Khajiit7 @Doggo_non_grata @NiemandesStimme @baccarat_black @WerkOffiziell @Rayzon899 @Elliottstaender @SadisticNiles @DietmoarSchwarz @TheRpgPrincess Finger weg von meinen Skooma!!,0,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Finger weg von meinen Skooma!!
@Awp2015Awp @MartinSchulz Das Volk liebt Trump. Auch das schwarze mit Hirn. Schulz folgen nur Lobbyisten und verlogene Postenjäger,1,@USER @USER Das Volk liebt Trump. Auch das schwarze mit Hirn. Schulz folgen nur Lobbyisten und verlogene Postenjäger
Mach ma weiter so @spdbt @spdde #gabriel macht scheinbar alles für den #erdogan . #fckerdogan #ErdoganTheButcher #erdoganistderhass,1,Mach ma weiter so @USER @USER #gabriel macht scheinbar alles für den #erdogan . #fckerdogan #ErdoganTheButcher #erdoganistderhass
@CsendC @MiriamOzen Was für eine ekelhafte Person....der alte..!!,1,@USER @USER Was für eine ekelhafte Person....der alte..!!
"@ahrens_theo lach, genieß sie, die weiten 🎉",0,"@USER lach, genieß sie, die weiten 🎉"
"@GeorgsGlauben Danke für den Hinweis, ist korrigiert!",0,"@USER Danke für den Hinweis, ist korrigiert!"
@Sammy_aus_Cux Mein main acc wurde erst kürzlich gesperrt also ciao,0,@USER Mein main acc wurde erst kürzlich gesperrt also ciao
"Für 2017 wünsche ich mir nichts sehnlicher,als mich nicht mehr mit Berliner Schwachköpfen beschäftigen zu müssen u. Euch PL näher zu bringen",0,"Für 2017 wünsche ich mir nichts sehnlicher,als mich nicht mehr mit Berliner Schwachköpfen beschäftigen zu müssen u. Euch PL näher zu bringen"
"@Baerendeutscher Wer keine Angst vorm Teufel hat, der braucht auch keinen Gott! |LBR| 👇🤘🖕👹",0,"@USER Wer keine Angst vorm Teufel hat, der braucht auch keinen Gott! 👇🤘🖕👹"
"@KaiUeberfeld Und obwohl man im #Koran sogar einen »muslimischen #Zionismus« finden kann, verstärkt die Sunna (»Das Leben des „Propheten“«) einen religiösen Antijudaismus / #Antisemitismus. #Juden werden sogar für den Tod von Muhammad verantwortlich gemacht, weil es in ihrer »Natur« liegt.",0,"@USER Und obwohl man im #Koran sogar einen »muslimischen #Zionismus« finden kann, verstärkt die Sunna (»Das Leben des „Propheten“«) einen religiösen Antijudaismus / #Antisemitismus. #Juden werden sogar für den Tod von Muhammad verantwortlich gemacht, weil es in ihrer »Natur« liegt."
@MarcSchriese @thegrandtour @RaddiRadditski @RADkult @radverkehr Da geb ich dir recht!,0,@USER @USER @USER @USER @USER Da geb ich dir recht!
@KokoLores20 Zum heulen und zum in die Fresse hauen.....,1,@USER Zum heulen und zum in die Fresse hauen.....
@RNZonline Das meiste geht eh wieder für die Asylanten drauf 🤮,1,@USER Das meiste geht eh wieder für die Asylanten drauf 🤮
@anna_IIna Wo er recht hat hat er recht...,0,@USER Wo er recht hat hat er recht...
"@petpanther0 @MadFWagner @machtjanix23 @NoHerrman @teite99 @info2099 @lifetrend @ThomasGBauer @SchmiddieMaik @AthinaMala @charlie_silve @willjrosenblatt @feldenfrizz @nasanasal @_macmike @ellibisathide @MD_Franz Ich hau mich weg: ""Wer die Existenz des. jüd. Mädchens A. F. anzweifelt ""- das hat hier keiner geschrieben oder behauptet, das wird von Ao draus gemacht, es ging um das BKA-Gutachten bzgl. des Buches - interessant, was draus gemacht wird...",0,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Ich hau mich weg: ""Wer die Existenz des. jüd. Mädchens A. F. anzweifelt ""- das hat hier keiner geschrieben oder behauptet, das wird von Ao draus gemacht, es ging um das BKA-Gutachten bzgl. des Buches - interessant, was draus gemacht wird..."
"Bei den nun abgesegneten 1000 Flüchtlingen pro Monat sind die, die die BuReg in Nacht und Nebel Aktionen einfliegt aber nicht dabei.😎",1,"Bei den nun abgesegneten 1000 Flüchtlingen pro Monat sind die, die die BuReg in Nacht und Nebel Aktionen einfliegt aber nicht dabei.😎"
"Seehofer, Ihr Hauptschulabschluss reicht nicht mehr aus. Jetzt löst Sie ein Akademiker ab. |LBR| Bei den Bayern haben Sie das Vertrauen verloren. Also, ab in den Ruhestand.",1,"Seehofer, Ihr Hauptschulabschluss reicht nicht mehr aus. Jetzt löst Sie ein Akademiker ab. Bei den Bayern haben Sie das Vertrauen verloren. Also, ab in den Ruhestand."
"Im Schnellinfo und Newsletter weisen wir auf Termine von Flüchtlingsinis, Schulungen usw. hin. Schreibt uns, dann nehmen wir eure auf.",0,"Im Schnellinfo und Newsletter weisen wir auf Termine von Flüchtlingsinis, Schulungen usw. hin. Schreibt uns, dann nehmen wir eure auf."
@RT_Deutsch Sehr gut! Russland kann noch echte Friedensmission. Was die westliche Allianz hinbekommt sieht man dagegen in Afrika.,0,@USER Sehr gut! Russland kann noch echte Friedensmission. Was die westliche Allianz hinbekommt sieht man dagegen in Afrika.
"Heute ist der dritte und letzte Tag des Straßenfestes, und auch das Wetter ist wieder auf unserer Seite. Schaut vorbei! #HamburgPride ^ml",0,"Heute ist der dritte und letzte Tag des Straßenfestes, und auch das Wetter ist wieder auf unserer Seite. Schaut vorbei! #HamburgPride ^ml"
"Abschottung+Nationalismus sind keine Antworten auf akt. Herausforderungen. Guter Tag,sich daran zu erinnern. Bonne Chance @EmmanuelMacron 🇪🇺",0,"Abschottung+Nationalismus sind keine Antworten auf akt. Herausforderungen. Guter Tag,sich daran zu erinnern. Bonne Chance @USER 🇪🇺"
"@Varg_I_Veum @DuHugonotte Wo sie recht haben ,haben sie recht.Der Schnitt ist Nano-Technologie.Ein wehleidiger Dorfbürgermeister der zudem noch Chef der Wasserwerke ist , die einem deutschen Bürger das Wasser abdreht,während die Asylanten keine Rechnung bezahlen !Ungerechtigkeit über alles!!!!!!!!!!!!!!!",1,"@USER @USER Wo sie recht haben ,haben sie recht.Der Schnitt ist Nano-Technologie.Ein wehleidiger Dorfbürgermeister der zudem noch Chef der Wasserwerke ist , die einem deutschen Bürger das Wasser abdreht,während die Asylanten keine Rechnung bezahlen !Ungerechtigkeit über alles!!!!!!!!!!!!!!!"
"Egal wo ich in PL für öffentl. AG u Kommunalpolitiker dolmetschte,Deutsche Spitzenpolitiker sind bei ihnen zu (wörtl.) LACHNUMMERN geworden😜",1,"Egal wo ich in PL für öffentl. AG u Kommunalpolitiker dolmetschte,Deutsche Spitzenpolitiker sind bei ihnen zu (wörtl.) LACHNUMMERN geworden😜"
@China_Welt_News Quatsch! Das ist die deutschfeindliche Schuld von ihnen und ihrer Kanzlerin des Grauens!,1,@USER Quatsch! Das ist die deutschfeindliche Schuld von ihnen und ihrer Kanzlerin des Grauens!
"Könnte mal jemand @ThomasOppermann erklären, dass @cducsubt nicht 8 und @spdde nicht 5 „Prozent“ verloren haben, sondern jeweils über 20 %. #nurmalso @hartaberfair",0,"Könnte mal jemand @USER erklären, dass @USER nicht 8 und @USER nicht 5 „Prozent“ verloren haben, sondern jeweils über 20 %. #nurmalso @USER"
Ich Glaube ich werde krank hat jemanden ein Trank der Heilung für mich ???,0,Ich Glaube ich werde krank hat jemanden ein Trank der Heilung für mich ???
@ThorOdinsonDR @kacktus2010 Solche Idioten von Moderatoren gibt es in D gleich mehrere! 😛🖕👎,1,@USER @USER Solche Idioten von Moderatoren gibt es in D gleich mehrere! 😛🖕👎
@Wildespess fröhlicher gruß aus der hauptstadt 👍,0,@USER fröhlicher gruß aus der hauptstadt 👍
Ich glaube an Vögel mit 6 Flügeln. Jeder der behauptet es gibt sie nicht sollte dies bitte Beweisen. |LBR| #Religioten,1,Ich glaube an Vögel mit 6 Flügeln. Jeder der behauptet es gibt sie nicht sollte dies bitte Beweisen. #Religioten
@Abu_Shaitan Erst einmal sollte der Gesetzgeber Hetze klar definieren. Wo fängt Hetze an hört Meinungsfreiheit auf?,0,@USER Erst einmal sollte der Gesetzgeber Hetze klar definieren. Wo fängt Hetze an hört Meinungsfreiheit auf?
@AfD_Bayern @knaagi Gauweiler vor ein paar Monaten im ZDF-Interview; |LBR| Gauweiler:Man kann nicht Millionen Leute ins Land lassen und die Deutschen dabei vergessen. |LBR| Reporter:Ist das denn geschehen? |LBR| Gauweiler:Das wissen wir doch alle.,0,@USER @USER Gauweiler vor ein paar Monaten im ZDF-Interview; Gauweiler:Man kann nicht Millionen Leute ins Land lassen und die Deutschen dabei vergessen. Reporter:Ist das denn geschehen? Gauweiler:Das wissen wir doch alle.
@mortimer669 @derCharlie_ @FOJ45360104 @ndaktuell Nicht jeder findet Anal Ritter gut damit sollten Sie sich abfinden.,1,@USER @USER @USER @USER Nicht jeder findet Anal Ritter gut damit sollten Sie sich abfinden.
"@FrlUrban Es ist ein buntgemischter Adventskalender mit vielen anderen Gewinnen, die keine Textilien sind. So ist für jeden etwas dabei. :-)",0,"@USER Es ist ein buntgemischter Adventskalender mit vielen anderen Gewinnen, die keine Textilien sind. So ist für jeden etwas dabei. :-)"
"@ollimoe Mich besorgt das Säbelrasseln gegen RU. Ich kenne das russ. Militär v. 1974-1988 sehr gut u. glauben Sie, d. NATO ist KEIN Gegner.",0,"@USER Mich besorgt das Säbelrasseln gegen RU. Ich kenne das russ. Militär v. 1974-1988 sehr gut u. glauben Sie, d. NATO ist KEIN Gegner."
@Non_Comedian @HelalBeauty Das ist kein Idealismus.  Das nennt man Fanatismus.,0,@USER @USER Das ist kein Idealismus. Das nennt man Fanatismus.
"#CDU Politiker in #Monheim:""Nur weil wir keine Moscheen hier wollen, sind wir noch lange keine Rechtsradikalen"" |LBR| Bei der gemeinen Bevölkerung und der #AfD sieht das natürlich |LBR| ganz anders aus... |LBR| #Phoenix",0,"#CDU Politiker in #Monheim:""Nur weil wir keine Moscheen hier wollen, sind wir noch lange keine Rechtsradikalen"" Bei der gemeinen Bevölkerung und der #AfD sieht das natürlich ganz anders aus... #Phoenix"
"@SteinbachErika @krippmarie So ist es....gebe es eine aufrichtige Politik, eine Politik auch für deutsche...gäbe es keine Hetze zumindest nicht in diesen Ausmaßen",0,"@USER @USER So ist es....gebe es eine aufrichtige Politik, eine Politik auch für deutsche...gäbe es keine Hetze zumindest nicht in diesen Ausmaßen"
"@Riedegost Dem stimme ich vorbehaltlos zu Ralf. Wenn Merkel nur halb so viel Verstand hätte, wie Du, oder wie Mecklenburger 😜",1,"@USER Dem stimme ich vorbehaltlos zu Ralf. Wenn Merkel nur halb so viel Verstand hätte, wie Du, oder wie Mecklenburger 😜"
@A_Flicklgruber @GiKi56534206 Und wieso wurde dieses etwas nicht Zwangsverheiratet...?,1,@USER @USER Und wieso wurde dieses etwas nicht Zwangsverheiratet...?
@Sepiroth1986 In den Gulagexpress und dann ab ins sibirische arbeitslager,1,@USER In den Gulagexpress und dann ab ins sibirische arbeitslager
